eventId,kind,at,playerGuid,name,class,team,winner,won,dispelsOffensive,dispelsDefensive,successfulInterrupts,fakeCastInterrupts,hardCCCount,hardCCDuration,softCCCount,softCCDuration,absorbsDone,healsOnFC,flagCarryTime,attemptsOnFlag,damageOnEFC,damageTaken,killingBlows,deaths,honorableKills,bonusHonor,arenaPoints,games,wins,losses,damageDone,healingDone,flagCaptures,flagReturns,deserted,timePlayed
104469,2v2,1786221202030,22244,Recurse,7,1,1,1,0,7,0,0,0,0,7,52,464,0,0,0,0,1476,1,0,2,0,10,0,0,0,1434,993,0,0,0,85
104470,wsg,1786221258225,22028,Twokx,7,1,0,-1,29,5,3,0,4,6,52,387,2500,713,0,0,1082,16579,3,4,15,211,0,0,0,0,11453,9307,0,1,0,1425
104470,wsg,1786221258225,22031,Seb,7,0,0,1,15,5,2,0,1,2,60,334,3498,3238,406,4,1496,12206,1,1,29,366,0,0,0,0,7913,4156,2,2,0,1221
104470,wsg,1786221258225,22042,Almostwenty,3,0,0,1,0,0,0,0,2,4,66,361,900,655,78,1,8402,12769,7,5,33,380,0,0,0,0,30752,3108,0,0,0,1412
104470,wsg,1786221258225,22048,Boce,1,1,0,-1,0,0,8,0,30,44,87,891,1800,916,59,1,2697,23030,4,10,20,236,0,0,0,0,19708,6464,0,0,0,1499
104470,wsg,1786221258225,22059,Hawkeye,3,1,0,-1,0,0,0,0,7,12,22,127,0,0,0,0,3097,11365,9,6,22,273,0,0,0,0,17031,3422,0,1,0,1229
104470,wsg,1786221258225,22062,Nasral,3,0,0,1,0,0,0,0,8,14,36,204,0,318,61,2,3349,9515,12,2,37,386,0,0,0,0,26026,5234,0,0,0,1299
104470,wsg,1786221258225,22068,Jonas,2,0,0,1,0,22,0,5,10,22,0,0,900,3749,56,2,584,12210,5,2,40,407,0,0,0,0,4614,16063,0,2,0,1423
104470,wsg,1786221258225,22077,Larserik,8,0,0,1,0,0,0,3,11,36,101,606,0,0,0,0,242,14995,2,6,31,360,0,0,0,0,7305,4296,0,0,0,1417
104470,wsg,1786221258225,22079,Undrmapnjoyr,1,1,0,-1,0,0,3,0,19,26,65,566,900,660,52,1,921,18224,5,8,14,202,0,0,0,0,26314,4557,0,0,0,1364
104470,wsg,1786221258225,22080,Worship,1,0,0,1,0,0,0,0,16,21,43,377,661,366,57,1,2674,12538,10,4,28,393,0,0,0,0,18614,7848,0,0,0,1216
104470,wsg,1786221258225,22085,Muffinman,2,0,0,1,0,25,0,0,11,23,0,0,900,1516,0,0,2871,12117,4,5,29,372,0,0,0,0,16648,7556,0,1,0,1242
104470,wsg,1786221258225,22088,Kony,11,1,0,-1,0,0,0,0,6,10,5,20,1800,5239,650,6,736,30542,0,6,10,176,0,0,0,0,2588,7738,1,0,0,1421
104470,wsg,1786221258225,22122,Sallyface,9,0,0,1,0,0,0,2,22,58,0,0,2113,0,0,0,3644,7114,11,1,36,379,0,0,0,0,25911,3706,0,0,0,1249
104470,wsg,1786221258225,22125,Big,8,1,0,-1,0,0,0,1,20,76,60,315,787,0,0,0,447,9870,4,5,18,208,0,0,0,0,4442,1491,0,0,0,1499
104470,wsg,1786221258225,22166,Ebalvrot,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
104470,wsg,1786221258225,22194,Hellothere,5,1,0,-1,17,42,0,0,14,52,0,0,4111,3658,0,0,106,13144,0,5,10,172,0,0,0,0,427,9222,0,1,0,1248
104470,wsg,1786221258225,22214,Ueda,4,0,0,1,0,0,1,0,22,104,0,0,0,0,0,0,2220,11420,7,4,39,397,0,0,0,0,14592,3014,0,0,0,1402
104470,wsg,1786221258225,22224,Ioljk,3,1,0,-1,0,0,0,0,0,0,40,196,877,0,0,0,943,11982,2,8,19,249,0,0,0,0,20621,2805,0,0,0,1185
104470,wsg,1786221258225,22229,Zcoville,11,0,0,1,0,2,0,1,3,4,9,36,64,232,87,1,952,8431,5,2,43,433,0,0,0,0,9523,5954,0,1,0,1425
104470,wsg,1786221258225,22238,Roula,7,1,0,-1,19,5,2,0,0,0,43,273,1679,2169,40,2,2398,19856,2,8,16,216,0,0,0,0,7717,9354,0,0,0,1245
104470,wsg,1786221258225,22247,Den,4,1,0,-1,0,0,0,0,6,23,0,0,1192,660,49,2,2664,10796,3,4,14,180,0,0,0,0,6490,3087,0,1,0,1246
104474,wsg,1786221343142,22027,Micro,5,1,0,-1,2,11,0,0,11,48,0,0,2984,5036,417,1,375,13029,0,3,0,59,0,0,0,0,525,9743,0,0,0,984
104474,wsg,1786221343142,22042,Almostwenty,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,34
104474,wsg,1786221343142,22062,Nasral,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,44
104474,wsg,1786221343142,22068,Jonas,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,49
104474,wsg,1786221343142,22075,Hench,1,0,0,1,0,0,1,0,12,16,33,394,0,0,160,1,236,5930,8,1,18,456,0,0,0,0,11618,890,1,0,0,984
104474,wsg,1786221343142,22077,Larserik,8,1,0,-1,0,0,0,0,0,0,1,2,0,0,0,0,0,148,0,0,0,59,0,0,0,0,119,0,0,0,0,68
104474,wsg,1786221343142,22080,Worship,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,56
104474,wsg,1786221343142,22085,Muffinman,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,59
104474,wsg,1786221343142,22102,Vaeney,3,0,0,1,0,0,0,0,3,5,8,34,0,469,220,2,2515,1205,2,0,2,306,0,0,0,0,4468,542,2,0,0,437
104474,wsg,1786221343142,22114,Mostdabs,8,1,0,-1,0,0,0,0,12,56,100,502,0,0,0,0,70,8739,2,5,2,99,0,0,0,0,3828,402,0,0,0,984
104474,wsg,1786221343142,22122,Sallyface,9,1,0,-1,0,0,0,0,1,3,0,0,311,0,0,0,496,965,0,0,0,59,0,0,0,0,2100,381,0,0,0,78
104474,wsg,1786221343142,22125,Big,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,30
104474,wsg,1786221343142,22133,Yohanna,5,0,0,1,11,29,0,0,3,13,0,0,1820,540,316,1,541,3053,1,0,14,383,0,0,0,0,2609,4789,0,1,0,984
104474,wsg,1786221343142,22194,Hellothere,5,1,0,-1,1,3,0,0,0,0,0,0,32,0,0,0,0,197,0,0,0,59,0,0,0,0,0,0,0,0,0,78
104474,wsg,1786221343142,22224,Ioljk,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,68
104474,wsg,1786221343142,22229,Zcoville,11,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,59
104474,wsg,1786221343142,22236,Cultureshock,,0,0,1,0,17,0,0,7,18,0,0,192,0,0,0,880,5130,9,0,21,488,0,0,0,0,11884,2924,0,0,0,954
104474,wsg,1786221343142,22247,Den,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,148,0,0,0,0,237,0,0,0,0,80
104474,wsg,1786221343142,22251,Stinkadin,2,0,0,1,0,4,0,0,3,5,0,0,0,290,0,0,3427,2775,1,1,5,55,0,0,0,0,5921,1404,0,0,1,452
104474,wsg,1786221343142,22253,Alleu,4,1,0,-1,0,0,0,0,2,10,0,0,0,0,0,0,212,3979,0,2,0,59,0,0,0,0,2029,1230,0,0,0,338
104474,wsg,1786221343142,22255,Kefirdrinker,8,0,0,1,0,0,0,0,11,27,47,355,0,0,0,0,365,2728,8,0,19,481,0,0,0,0,9340,896,0,0,0,854
104476,2v2,1786221397819,22161,Weshpd,9,0,1,-1,0,0,0,0,6,12,0,0,454,0,0,0,0,1313,0,1,0,0,5,0,0,0,3256,0,0,0,0,145
104476,2v2,1786221397819,22220,Athan,1,0,1,-1,0,0,0,0,0,0,4,40,309,0,0,0,0,3182,0,1,0,0,5,0,0,0,1901,1335,0,0,0,145
104476,2v2,1786221397819,22232,Littlebeaach,5,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,0,1596,2,0,2,0,10,0,0,0,1325,2347,0,0,0,145
104476,2v2,1786221397819,22244,Recurse,7,1,1,1,0,1,0,0,0,0,13,77,1596,0,0,0,0,4232,0,0,2,0,10,0,0,0,2762,1785,0,0,0,145
104482,2v2,1786221625850,22161,Weshpd,9,1,0,-1,0,0,0,2,3,3,0,0,367,0,0,0,0,1329,0,1,0,0,5,0,0,0,2449,30,0,0,0,142
104482,2v2,1786221625850,22220,Athan,1,0,0,1,0,0,1,0,1,1,7,74,262,0,0,0,0,2199,1,0,2,0,10,0,0,0,2025,660,0,0,0,142
104482,2v2,1786221625850,22232,Littlebeaach,5,1,0,-1,0,0,0,0,6,32,0,0,1091,0,0,0,0,3165,0,1,0,0,5,0,0,0,830,1494,0,0,0,142
104482,2v2,1786221625850,22244,Recurse,7,0,0,1,0,8,2,0,0,0,4,48,380,0,0,0,0,1421,1,0,2,0,10,0,0,0,2112,957,0,0,0,142
104491,2v2,1786221939239,22161,Weshpd,9,0,1,-1,0,0,0,0,9,18,0,0,340,0,0,0,0,1190,0,1,0,0,5,0,0,0,3195,0,0,0,0,190
104491,2v2,1786221939239,22220,Athan,1,0,1,-1,0,0,1,0,3,4,10,97,379,0,0,0,0,2646,0,1,0,0,5,0,0,0,4007,774,0,0,0,190
104491,2v2,1786221939239,22232,Littlebeaach,5,1,1,1,0,2,0,1,5,25,0,0,174,0,0,0,0,2736,1,0,2,0,10,0,0,0,648,4197,0,0,0,190
104491,2v2,1786221939239,22244,Recurse,7,1,1,1,0,1,0,2,0,0,8,64,1677,0,0,0,0,5390,1,0,2,0,10,0,0,0,3061,1471,0,0,0,190
104493,2v2,1786222271918,22031,Seb,7,0,0,1,1,0,2,0,0,0,10,59,1096,0,0,0,0,3618,1,0,2,0,10,0,0,0,3845,2754,0,0,0,227
104493,2v2,1786222271918,22161,Weshpd,9,1,0,-1,0,0,0,3,6,10,0,0,440,0,0,0,0,2477,0,1,1,0,5,0,0,0,2117,785,0,0,0,227
104493,2v2,1786222271918,22244,Recurse,7,1,0,-1,3,0,0,0,0,0,17,118,1525,0,0,0,0,3801,1,1,1,0,5,0,0,0,3360,1557,0,0,0,227
104493,2v2,1786222271918,22252,Napzttv,7,0,0,1,2,0,1,0,0,0,11,64,503,0,0,0,0,2783,1,1,2,0,10,0,0,0,1250,512,0,0,0,227
104497,2v2,1786222485480,22161,Weshpd,9,0,1,-1,0,0,0,0,6,22,0,0,483,0,0,0,0,1315,0,1,0,0,5,0,0,0,2787,0,0,0,0,158
104497,2v2,1786222485480,22220,Athan,1,1,1,1,0,0,2,0,1,1,12,100,740,0,0,0,0,3288,2,0,2,0,10,0,0,0,2631,885,0,0,0,158
104497,2v2,1786222485480,22232,Littlebeaach,5,1,1,1,0,6,0,0,4,15,0,0,615,0,0,0,0,2434,0,0,2,0,10,0,0,0,272,2311,0,0,0,158
104497,2v2,1786222485480,22244,Recurse,7,0,1,-1,0,9,0,0,0,0,8,79,1732,0,0,0,0,3723,0,1,0,0,5,0,0,0,2326,739,0,0,0,158
104507,wsg,1786222665668,22048,Boce,1,1,1,1,0,0,3,0,14,19,33,258,0,0,3,1,2143,2646,9,0,12,411,0,0,0,0,10194,675,0,1,0,560
104507,wsg,1786222665668,22055,Téch,5,1,1,1,5,5,0,0,4,18,0,0,380,180,0,0,1000,2523,2,0,9,336,0,0,0,0,1241,3408,0,0,0,503
104507,wsg,1786222665668,22088,Kony,11,1,1,1,0,0,0,0,1,1,0,0,0,0,344,3,823,696,0,0,3,288,0,0,0,0,823,0,3,1,0,554
104507,wsg,1786222665668,22249,Carllsins,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,148,0,0,0,0,0,0,0,0,0,40
104512,2v2,1786222821683,22031,Seb,7,0,1,-1,6,0,0,1,0,0,9,53,801,0,0,0,0,3138,0,1,0,0,5,0,0,0,2372,1798,0,0,0,197
104512,2v2,1786222821683,22232,Littlebeaach,5,1,1,1,1,1,0,1,5,15,0,0,631,0,0,0,0,2413,1,0,2,0,10,0,0,0,1578,1890,0,0,0,197
104512,2v2,1786222821683,22244,Recurse,7,1,1,1,4,0,0,0,0,0,14,101,652,0,0,0,0,2693,1,0,2,0,10,0,0,0,4943,1560,0,0,0,197
104512,2v2,1786222821683,22252,Napzttv,7,0,1,-1,7,0,0,1,0,0,6,36,363,0,0,0,0,3780,0,1,0,0,5,0,0,0,1593,976,0,0,0,197
104516,wsg,1786223087672,22042,Almostwenty,3,1,1,1,0,0,0,0,0,0,60,337,279,0,0,0,4714,22364,3,11,12,240,0,0,0,0,28919,5768,0,0,0,1499
104516,wsg,1786223087672,22055,Téch,5,0,1,-1,8,2,0,0,1,7,0,0,0,0,0,0,0,301,2,0,9,101,0,0,0,0,591,611,0,0,0,388
104516,wsg,1786223087672,22062,Nasral,3,0,1,-1,0,0,0,0,7,11,39,261,900,0,0,0,2919,11156,9,3,36,299,0,0,0,0,32805,6324,0,0,0,1499
104516,wsg,1786223087672,22068,Jonas,2,1,1,1,0,19,0,0,12,29,0,0,900,4477,282,4,172,25776,2,4,14,222,0,0,0,0,5341,14956,0,0,0,1397
104516,wsg,1786223087672,22077,Larserik,8,0,1,-1,0,0,0,0,15,52,83,328,0,0,0,0,269,11637,3,4,24,257,0,0,0,0,3808,4884,0,0,0,1395
104516,wsg,1786223087672,22080,Worship,1,0,1,-1,0,0,5,0,23,31,73,630,1464,0,70,1,4441,18905,11,7,34,301,0,0,0,0,27129,10073,0,1,0,1499
104516,wsg,1786223087672,22085,Muffinman,2,0,1,-1,0,46,0,0,11,21,0,0,1800,3420,595,3,2938,12629,6,3,37,304,0,0,0,0,12220,9908,0,0,0,1499
104516,wsg,1786223087672,22088,Kony,11,1,1,1,0,0,0,0,1,2,0,0,900,675,330,1,384,2399,0,0,1,152,0,0,0,0,298,675,1,0,0,386
104516,wsg,1786223087672,22102,Vaeney,3,0,1,-1,0,0,0,0,5,8,13,51,0,0,0,0,1834,3664,5,0,14,150,0,0,0,0,9031,2576,0,0,1,588
104516,wsg,1786223087672,22114,Mostdabs,8,1,1,1,0,0,0,1,10,53,75,503,1295,0,0,0,132,16031,2,9,9,218,0,0,0,0,4156,2219,0,0,0,1499
104516,wsg,1786223087672,22122,Sallyface,9,0,1,-1,0,0,0,0,34,103,0,0,3591,0,0,0,3031,9235,3,1,40,337,0,0,0,0,33587,7374,0,0,0,1499
104516,wsg,1786223087672,22133,Yohanna,5,1,1,1,14,21,0,1,10,55,0,0,9405,5116,0,0,722,20067,0,5,12,205,0,0,0,0,3599,21149,0,2,0,1499
104516,wsg,1786223087672,22194,Hellothere,5,1,1,1,25,51,0,0,16,67,0,0,3891,2083,0,0,204,15070,0,5,12,196,0,0,0,0,906,9688,0,1,0,1499
104516,wsg,1786223087672,22214,Ueda,4,0,1,-1,0,0,0,0,11,61,0,0,0,0,82,2,4935,8108,6,2,35,297,0,0,0,0,12153,2121,1,2,0,1499
104516,wsg,1786223087672,22224,Ioljk,3,1,1,1,0,0,0,0,0,0,46,240,900,660,34,2,1744,13506,9,6,18,278,0,0,0,0,24302,2814,0,0,0,1499
104516,wsg,1786223087672,22229,Zcoville,11,1,1,1,0,5,0,1,2,3,12,37,381,2481,0,0,158,13503,6,5,19,289,0,0,0,0,10562,8338,0,0,0,1388
104516,wsg,1786223087672,22236,Cultureshock,,0,1,-1,0,28,0,0,13,32,0,0,193,0,0,0,671,7395,8,2,39,372,0,0,0,0,18114,2313,0,0,0,1499
104516,wsg,1786223087672,22238,Roula,7,1,1,1,4,4,4,0,0,0,25,165,2420,2566,488,3,517,16469,0,3,1,6,0,0,0,0,3549,3667,0,0,1,745
104516,wsg,1786223087672,22247,Den,4,0,1,-1,0,0,2,0,13,78,0,0,870,1335,334,4,3709,11160,6,1,35,344,0,0,0,0,11833,4673,0,0,0,1499
104516,wsg,1786223087672,22249,Carllsins,4,1,1,1,0,0,0,0,3,17,0,0,777,0,0,0,0,4235,1,1,7,181,0,0,0,0,1748,1237,0,0,0,398
104516,wsg,1786223087672,22253,Alleu,4,1,1,1,0,0,0,0,9,53,0,0,0,0,0,0,0,12844,2,7,7,57,0,0,0,0,8388,2880,0,0,1,799
104516,wsg,1786223087672,22255,Kefirdrinker,8,0,1,-1,0,0,0,0,15,57,85,525,0,0,0,0,1023,8366,7,4,34,316,0,0,0,0,13330,524,0,0,0,1499
104516,wsg,1786223087672,22257,Stinkdeathx,1,1,1,1,0,0,6,0,16,23,87,810,900,0,10,1,1642,23685,2,11,11,210,0,0,0,0,11222,1797,0,0,0,1499
104544,wsg,1786224086680,22027,Micro,5,1,0,-1,4,12,0,0,18,70,0,0,4198,6582,0,0,191,16026,0,2,8,112,0,0,0,0,1467,22191,0,0,0,1090
104544,wsg,1786224086680,22031,Seb,7,0,0,1,12,5,1,0,0,0,30,165,1827,3794,767,4,348,9813,0,1,9,317,0,0,0,0,3397,5483,3,0,0,1062
104544,wsg,1786224086680,22042,Almostwenty,3,1,0,-1,0,0,0,0,0,0,57,321,900,848,332,2,2011,16696,3,4,7,106,0,0,0,0,17473,3735,0,1,0,954
104544,wsg,1786224086680,22048,Boce,1,0,0,1,0,0,4,0,32,52,84,784,900,0,30,1,9026,15560,6,4,20,375,0,0,0,0,21034,6893,0,2,0,1090
104544,wsg,1786224086680,22062,Nasral,3,0,0,1,0,0,0,0,3,4,23,164,0,342,13,1,3843,4245,5,0,14,341,0,0,0,0,16123,3851,0,0,0,988
104544,wsg,1786224086680,22068,Jonas,2,0,0,1,0,19,0,0,7,20,0,0,0,724,19,1,894,4811,1,1,17,355,0,0,0,0,3818,8245,0,0,0,983
104544,wsg,1786224086680,22071,Strong,1,0,0,1,0,0,0,0,13,16,75,723,336,108,0,0,3087,9988,10,2,19,381,0,0,0,0,22364,2082,0,0,0,1090
104544,wsg,1786224086680,22075,Hench,1,0,0,1,0,0,1,0,8,10,39,402,738,0,0,0,0,6916,1,2,16,296,0,0,0,0,13509,2880,0,0,0,877
104544,wsg,1786224086680,22077,Larserik,8,0,0,1,0,0,0,2,19,81,78,424,0,0,0,0,119,9096,1,3,11,318,0,0,0,0,3665,1465,0,0,0,979
104544,wsg,1786224086680,22122,Sallyface,9,0,0,1,0,0,0,0,18,48,0,0,2146,0,0,0,1574,10419,3,3,13,338,0,0,0,0,19925,5270,0,1,0,992
104544,wsg,1786224086680,22133,Yohanna,5,1,0,-1,11,23,0,1,12,45,0,0,3714,2771,0,0,1090,14304,1,3,6,108,0,0,0,0,4947,12920,0,0,0,931
104544,wsg,1786224086680,22220,Athan,1,1,0,-1,0,0,1,0,20,28,40,370,522,0,0,0,871,15231,2,4,10,137,0,0,0,0,14857,2806,0,0,0,1018
104544,wsg,1786224086680,22224,Ioljk,3,1,0,-1,0,0,0,0,0,0,20,107,0,0,162,2,566,7006,2,3,10,120,0,0,0,0,9372,610,0,0,0,938
104544,wsg,1786224086680,22229,Zcoville,11,0,0,1,0,6,0,0,1,1,11,35,0,44,0,0,1038,5870,1,2,10,316,0,0,0,0,5751,3088,0,0,0,977
104544,wsg,1786224086680,22232,Littlebeaach,5,1,0,-1,10,13,0,0,15,86,0,0,2640,4888,38,1,648,13005,1,3,11,130,0,0,0,0,3207,15147,0,0,0,1025
104544,wsg,1786224086680,22236,Cultureshock,,0,0,1,0,12,0,0,5,13,0,0,534,0,0,0,1544,5197,0,0,16,358,0,0,0,0,7674,3281,0,1,0,958
104544,wsg,1786224086680,22244,Recurse,7,1,0,-1,6,1,0,2,3,8,55,389,4064,1704,237,1,164,25033,3,3,8,111,0,0,0,0,10409,5276,0,0,0,917
104544,wsg,1786224086680,22247,Den,4,1,0,-1,0,0,3,0,10,65,0,0,0,0,0,0,2126,4869,2,1,4,86,0,0,0,0,4631,1103,0,0,0,989
104544,wsg,1786224086680,22249,Carllsins,4,1,0,-1,0,0,1,0,2,6,0,0,900,0,0,0,0,5313,3,1,10,115,0,0,0,0,5768,1192,0,0,0,902
104544,wsg,1786224086680,22259,Bigpvpman,4,1,0,-1,0,0,1,0,4,9,0,0,0,0,0,0,154,8951,1,3,6,93,0,0,0,0,4546,0,0,0,0,1090
104551,wsg,1786224415756,22027,Micro,5,0,1,-1,1,2,0,1,1,3,0,0,591,2721,0,0,223,635,0,0,6,96,0,0,0,0,1030,5162,0,0,0,315
104551,wsg,1786224415756,22042,Almostwenty,3,1,1,1,0,0,0,0,0,0,11,49,0,0,0,0,2769,1901,2,1,3,219,0,0,0,0,5945,0,0,0,0,264
104551,wsg,1786224415756,22055,Téch,5,1,1,1,18,17,0,0,5,18,0,0,1134,4306,0,0,482,5306,0,1,5,298,0,0,0,0,1752,7923,0,0,0,909
104551,wsg,1786224415756,22062,Nasral,3,0,1,-1,0,0,0,0,0,0,4,33,0,0,0,0,975,2489,0,0,3,77,0,0,0,0,3175,1617,0,0,0,311
104551,wsg,1786224415756,22071,Strong,1,0,1,-1,0,0,0,0,6,8,15,145,0,0,0,0,0,2350,2,0,5,89,0,0,0,0,4600,660,0,0,0,267
104551,wsg,1786224415756,22088,Kony,11,1,1,1,0,0,0,0,1,1,1,13,0,956,684,3,46,7499,1,0,4,294,0,0,0,0,1896,1446,3,0,0,909
104551,wsg,1786224415756,22111,Sstardtbl,,0,1,-1,0,2,0,0,1,0,0,0,0,660,193,1,165,2759,0,1,0,59,0,0,0,0,424,660,0,0,0,449
104551,wsg,1786224415756,22122,Sallyface,9,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1,323
104551,wsg,1786224415756,22133,Yohanna,5,1,1,1,3,6,0,0,2,5,0,0,196,37,0,0,175,185,0,0,4,219,0,0,0,0,840,1453,0,1,0,252
104551,wsg,1786224415756,22161,Weshpd,9,0,1,-1,0,0,0,0,23,43,0,0,1916,0,63,1,665,8891,7,2,13,207,0,0,0,0,15233,2873,0,0,0,909
104551,wsg,1786224415756,22218,Kefir,11,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1672,0,1,0,0,0,0,0,0,755,762,0,0,1,103
104551,wsg,1786224415756,22220,Athan,1,1,1,1,0,0,1,0,3,4,8,92,900,0,0,0,0,6185,0,2,1,210,0,0,0,0,3035,1320,0,0,0,247
104551,wsg,1786224415756,22224,Ioljk,3,1,1,1,0,0,0,0,0,0,15,68,0,0,19,1,885,1538,2,0,4,219,0,0,0,0,5049,655,0,0,0,324
104551,wsg,1786224415756,22232,Littlebeaach,5,1,1,1,0,1,0,0,5,8,0,0,1575,0,0,0,533,6405,0,2,3,215,0,0,0,0,1262,2225,0,0,0,318
104551,wsg,1786224415756,22236,Cultureshock,,0,1,-1,0,4,0,0,4,8,0,0,0,0,0,0,0,490,2,0,6,104,0,0,0,0,4419,0,0,0,0,284
104551,wsg,1786224415756,22238,Roula,7,1,1,1,5,0,7,0,1,1,17,125,1269,0,0,0,275,5276,1,2,3,241,0,0,0,0,3466,1320,0,0,0,416
104551,wsg,1786224415756,22244,Recurse,7,0,1,-1,4,1,0,0,0,0,20,103,2292,669,46,1,0,9119,2,1,2,81,0,0,0,0,3236,2874,0,0,0,256
104551,wsg,1786224415756,22247,Den,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1857,1094,1,0,4,244,0,0,0,0,2191,537,0,1,0,319
104551,wsg,1786224415756,22249,Carllsins,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,424,80,0,0,1,152,0,0,0,0,424,0,0,0,0,63
104551,wsg,1786224415756,22252,Napzttv,7,0,1,-1,8,0,3,0,0,0,16,93,0,480,374,1,25,1986,1,1,6,128,0,0,0,0,2072,480,0,0,0,827
104551,wsg,1786224415756,22261,Dappur,4,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,1,0,59,0,0,0,0,0,0,0,0,0,117
104580,wsg,1786225203294,22027,Micro,5,1,1,1,1,0,0,0,2,9,0,0,1110,809,0,0,0,1137,1,0,14,341,0,0,0,0,1352,7983,0,0,0,542
104580,wsg,1786225203294,22042,Almostwenty,3,1,1,1,0,0,0,0,0,0,21,122,900,0,0,0,3085,6963,4,2,13,340,0,0,0,0,14825,1634,0,1,0,542
104580,wsg,1786225203294,22055,Téch,5,0,1,-1,0,6,0,0,1,1,0,0,1568,1338,116,2,105,6867,1,3,2,80,0,0,0,0,727,3604,0,0,0,510
104580,wsg,1786225203294,22062,Nasral,3,0,1,-1,0,0,0,0,1,1,5,29,0,0,0,0,0,387,1,0,1,74,0,0,0,0,1798,44,0,0,0,542
104580,wsg,1786225203294,22071,Strong,1,0,1,-1,0,0,0,0,4,5,36,292,900,0,0,0,488,6486,1,3,1,65,0,0,0,0,6538,1493,0,0,0,542
104580,wsg,1786225203294,22088,Kony,11,1,1,1,0,1,0,0,1,1,0,0,0,0,118,2,330,4602,0,0,3,287,0,0,0,0,1005,1927,2,0,0,510
104580,wsg,1786225203294,22092,Dnbaddiction,1,1,1,1,0,0,0,0,8,9,13,112,0,0,32,1,0,4609,2,1,12,330,0,0,0,0,4302,1177,0,0,0,542
104580,wsg,1786225203294,22111,Sstardtbl,,0,1,-1,0,8,0,0,4,11,0,0,368,0,0,0,56,5977,0,2,2,72,0,0,0,0,1203,6092,0,0,0,542
104580,wsg,1786225203294,22122,Sallyface,9,0,1,-1,0,0,0,0,12,51,0,0,1402,0,0,0,1171,9073,1,2,4,102,0,0,0,0,17001,2270,0,0,0,542
104580,wsg,1786225203294,22161,Weshpd,9,1,1,1,0,0,0,0,7,11,0,0,2144,0,0,0,0,5127,2,1,10,318,0,0,0,0,11251,0,0,0,0,542
104580,wsg,1786225203294,22220,Athan,1,1,1,1,0,0,3,0,7,9,19,164,627,0,116,1,606,7709,2,1,13,341,0,0,0,0,5338,1017,1,0,0,542
104580,wsg,1786225203294,22224,Ioljk,3,0,1,-1,0,0,0,0,0,0,14,75,253,0,0,0,1606,5323,2,5,3,95,0,0,0,0,7677,675,0,0,0,542
104580,wsg,1786225203294,22232,Littlebeaach,5,1,1,1,1,7,0,1,4,6,0,0,516,701,0,0,0,600,1,0,14,341,0,0,0,0,1571,4720,0,0,0,542
104580,wsg,1786225203294,22236,Cultureshock,,0,1,-1,0,2,0,0,2,5,0,0,0,0,0,0,0,2525,0,1,1,15,0,0,0,0,2290,1404,0,0,1,227
104580,wsg,1786225203294,22238,Roula,7,1,1,1,10,1,2,0,0,0,10,62,2053,627,26,1,324,8136,2,1,11,327,0,0,0,0,3161,3856,0,1,0,542
104580,wsg,1786225203294,22242,Dotheroar,8,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,59,0,0,0,0,121,0,0,0,0,98
104580,wsg,1786225203294,22244,Recurse,7,1,1,1,14,2,2,0,0,0,14,72,434,513,43,2,317,3570,5,0,13,326,0,0,0,0,3236,952,0,1,0,542
104580,wsg,1786225203294,22247,Den,4,0,1,-1,0,0,0,0,5,26,0,0,900,675,82,2,381,4478,0,1,2,81,0,0,0,0,2455,1858,0,0,0,542
104580,wsg,1786225203294,22249,Carllsins,4,1,1,1,0,0,1,0,1,6,0,0,0,0,0,0,317,2271,3,0,12,331,0,0,0,0,2869,0,0,0,0,542
